0
0
0
0.0005
0.0005
0.001
0.001
0.001
0.001
0.001
0.002
0.002
0.002
0.003
0.0035
0.004
0.0048
0.005
0.006
0.006
0.0065
0.007
0.008
0.0085
0.009
0.0098
0.0102
0.011
0.0113
0.012
0.0128
0.0135
0.014
0.015
0.0155
0.0165
0.017
0.018
0.019
0.0195
0.0205
0.021
0.022
0.023
0.0235
0.0245
0.025
0.026
0.027
0.0275
0.028
0.0285
0.0285
0.029
0.029
0.0295
0.0295
0.03
0.0305
0.0305
